*****
16 , 0.05 , 100 , 0 , 0.4 , 10 , 100 , 0.65 , 1 , 0.65 , 1 , .1
16.0,100,77,0,100,96,0,77,0,100,96,0
16.05,97,31,0,97,94,0,31,0,97,94,0
16.1,106,10,0,106,96,0,10,0,106,96,0
16.15,105,3,0,105,99,0,3,0,105,99,0
16.2,93,0,0,93,89,0,0,0,93,89,0
16.25,98,1,0,98,95,0,1,0,98,95,0
16.3,115,0,0,115,114,0,0,0,115,114,0
16.35,105,0,0,105,101,0,0,0,105,101,0
16.4,110,0,0,110,103,0,0,0,110,103,0
16.45,91,0,0,91,78,0,0,0,91,78,0
16.5,105,0,0,103,87,0,0,0,103,87,0
16.55,110,0,0,110,91,0,0,0,110,91,0
16.6,100,0,0,99,77,0,0,0,99,77,0
16.65,108,0,0,100,73,0,0,0,100,73,0
16.7,123,0,0,108,73,0,0,0,108,73,0
16.75,101,0,0,85,48,0,0,0,85,48,0
16.8,102,0,0,65,38,0,0,0,65,38,0
16.85,109,0,0,69,31,0,0,0,69,31,0
16.9,112,0,0,55,20,0,0,0,55,20,0
16.95,97,0,0,39,12,0,0,0,39,12,0
17.0,98,0,0,23,6,0,0,0,23,6,0
17.05,106,0,0,24,6,0,0,0,24,6,0
17.1,104,0,0,17,2,0,0,0,17,2,0
17.15,112,0,0,8,2,0,0,0,8,2,0
17.2,103,0,0,7,0,0,0,0,7,0,0
17.25,109,0,0,1,0,0,0,0,1,0,0
17.3,106,0,0,1,0,0,0,0,1,0,0
17.35,78,0,0,0,0,0,0,0,0,0,0
17.4,109,0,0,0,0,0,0,0,0,0,0
17.45,119,0,0,1,0,0,0,0,1,0,0
17.5,106,0,0,0,0,0,0,0,0,0,0
17.55,97,0,0,0,0,0,0,0,0,0,0
17.6,117,0,0,0,0,0,0,0,0,0,0
17.65,104,0,0,0,0,0,0,0,0,0,0
17.7,107,0,0,0,0,0,0,0,0,0,0
17.75,88,0,0,0,0,0,0,0,0,0,0
17.8,100,0,0,0,0,0,0,0,0,0,0
17.85,107,0,0,0,0,0,0,0,0,0,0
17.9,91,0,0,0,0,0,0,0,0,0,0
17.95,93,0,0,0,0,0,0,0,0,0,0
18.0,118,0,0,0,0,0,0,0,0,0,0
18.05,111,0,0,0,0,0,0,0,0,0,0
18.1,101,0,0,0,0,0,0,0,0,0,0
18.15,113,0,0,0,0,0,0,0,0,0,0
18.2,95,0,0,0,0,0,0,0,0,0,0
18.25,117,0,0,0,0,0,0,0,0,0,0
18.3,113,0,0,0,0,0,0,0,0,0,0
18.35,89,0,0,0,0,0,0,0,0,0,0
18.4,99,0,0,0,0,0,0,0,0,0,0
18.45,108,0,0,0,0,0,0,0,0,0,0
18.5,97,0,0,0,0,0,0,0,0,0,0
18.55,111,0,0,0,0,0,0,0,0,0,0
18.6,90,0,0,0,0,0,0,0,0,0,0
18.65,88,0,0,0,0,0,0,0,0,0,0
18.7,104,0,0,0,0,0,0,0,0,0,0
18.75,110,0,0,0,0,0,0,0,0,0,0
18.8,99,0,0,0,0,0,0,0,0,0,0
18.85,118,0,0,0,0,0,0,0,0,0,0
18.9,101,0,0,0,0,0,0,0,0,0,0
18.95,111,0,0,0,0,0,0,0,0,0,0
19.0,98,0,0,0,0,0,0,0,0,0,0
19.05,100,0,0,0,0,0,0,0,0,0,0
19.1,102,0,0,0,0,0,0,0,0,0,0
19.15,104,0,0,0,0,0,0,0,0,0,0
19.2,111,0,0,0,0,0,0,0,0,0,0
19.25,113,0,0,0,0,0,0,0,0,0,0
19.3,91,0,0,0,0,0,0,0,0,0,0
19.35,86,0,0,0,0,0,0,0,0,0,0
19.4,110,0,0,0,0,0,0,0,0,0,0
19.45,90,0,0,0,0,0,0,0,0,0,0
19.5,103,0,0,0,0,0,0,0,0,0,0
19.55,116,0,0,0,0,0,0,0,0,0,0
19.6,100,0,0,0,0,0,0,0,0,0,0
19.65,103,0,0,0,0,0,0,0,0,0,0
19.7,102,0,0,0,0,0,0,0,0,0,0
19.75,104,0,0,0,0,0,0,0,0,0,0
19.8,106,0,0,0,0,0,0,0,0,0,0
19.85,100,0,0,0,0,0,0,0,0,0,0
19.9,89,0,0,0,0,0,0,0,0,0,0
19.95,86,0,0,0,0,0,0,0,0,0,0
20.0,110,0,0,0,0,0,0,0,0,0,0
20.05,94,0,0,0,0,0,0,0,0,0,0
20.1,98,0,0,0,0,0,0,0,0,0,0
20.15,94,0,0,0,0,0,0,0,0,0,0
20.2,120,0,0,0,0,0,0,0,0,0,0
20.25,100,0,0,0,0,0,0,0,0,0,0
20.3,110,0,0,0,0,0,0,0,0,0,0
20.35,103,0,0,0,0,0,0,0,0,0,0
20.4,115,0,0,0,0,0,0,0,0,0,0
20.45,103,0,0,0,0,0,0,0,0,0,0
20.5,83,0,0,0,0,0,0,0,0,0,0
20.55,105,0,0,0,0,0,0,0,0,0,0
20.6,107,0,0,0,0,0,0,0,0,0,0
20.65,112,0,0,0,0,0,0,0,0,0,0
20.7,111,0,0,0,0,0,0,0,0,0,0
20.75,106,0,0,0,0,0,0,0,0,0,0
20.8,117,0,0,0,0,0,0,0,0,0,0
20.85,113,0,0,0,0,0,0,0,0,0,0
20.9,100,0,0,0,0,0,0,0,0,0,0
20.95,104,0,0,0,0,0,0,0,0,0,0
21.0,109,0,0,0,0,0,0,0,0,0,0
21.05,95,0,0,0,0,0,0,0,0,0,0
21.1,113,0,0,0,0,0,0,0,0,0,0
21.15,99,0,0,0,0,0,0,0,0,0,0
21.2,99,0,0,0,0,0,0,0,0,0,0
21.25,115,0,0,0,0,0,0,0,0,0,0
21.3,99,0,0,0,0,0,0,0,0,0,0
21.35,96,0,0,0,0,0,0,0,0,0,0
21.4,95,0,0,0,0,0,0,0,0,0,0
21.45,107,0,0,0,0,0,0,0,0,0,0
21.5,104,0,0,0,0,0,0,0,0,0,0
21.55,86,0,0,0,0,0,0,0,0,0,0
21.6,103,0,0,0,0,0,0,0,0,0,0
